Posisi X;Posisi Y;Type Minutiae;Nama Class
23;101;0;Central pocket loop
26;95;0;Central pocket loop
27;132;0;Central pocket loop
27;146;1;Central pocket loop
27;147;1;Central pocket loop
28;94;1;Central pocket loop
28;144;1;Central pocket loop
28;145;1;Central pocket loop
28;146;1;Central pocket loop
29;93;1;Central pocket loop
29;94;1;Central pocket loop
29;145;1;Central pocket loop
30;93;1;Central pocket loop
31;126;0;Central pocket loop
32;150;1;Central pocket loop
33;91;1;Central pocket loop
33;99;1;Central pocket loop
33;122;0;Central pocket loop
33;149;1;Central pocket loop
33;150;1;Central pocket loop
33;151;1;Central pocket loop
34;90;1;Central pocket loop
34;91;1;Central pocket loop
34;98;1;Central pocket loop
34;99;1;Central pocket loop
34;153;1;Central pocket loop
35;90;1;Central pocket loop
35;98;1;Central pocket loop
35;153;1;Central pocket loop
35;154;1;Central pocket loop
36;84;0;Central pocket loop
36;115;0;Central pocket loop
36;130;1;Central pocket loop
36;131;1;Central pocket loop
36;133;0;Central pocket loop
36;154;1;Central pocket loop
36;155;1;Central pocket loop
37;114;0;Central pocket loop
37;128;0;Central pocket loop
37;129;1;Central pocket loop
37;130;1;Central pocket loop
37;155;1;Central pocket loop
37;156;1;Central pocket loop
38;83;0;Central pocket loop
38;124;0;Central pocket loop
38;156;1;Central pocket loop
38;157;1;Central pocket loop
39;73;1;Central pocket loop
39;74;1;Central pocket loop
39;76;0;Central pocket loop
39;96;1;Central pocket loop
39;158;1;Central pocket loop
40;71;1;Central pocket loop
40;72;1;Central pocket loop
40;73;1;Central pocket loop
40;88;0;Central pocket loop
40;95;1;Central pocket loop
40;96;1;Central pocket loop
40;105;0;Central pocket loop
40;158;1;Central pocket loop
40;159;1;Central pocket loop
41;70;1;Central pocket loop
41;71;1;Central pocket loop
41;95;1;Central pocket loop
41;120;1;Central pocket loop
41;139;0;Central pocket loop
41;159;1;Central pocket loop
41;160;1;Central pocket loop
42;68;1;Central pocket loop
42;69;1;Central pocket loop
42;94;1;Central pocket loop
42;95;1;Central pocket loop
42;119;1;Central pocket loop
42;160;1;Central pocket loop
42;161;1;Central pocket loop
43;67;1;Central pocket loop
43;68;1;Central pocket loop
43;94;1;Central pocket loop
