Posisi X;Posisi Y;Type Minutiae;Nama Class
23;111;0;Plain whorl
32;111;0;Plain whorl
54;134;1;Plain whorl
54;135;1;Plain whorl
55;113;1;Plain whorl
55;114;1;Plain whorl
55;135;1;Plain whorl
55;136;1;Plain whorl
56;112;1;Plain whorl
56;113;1;Plain whorl
56;136;1;Plain whorl
56;137;1;Plain whorl
57;110;1;Plain whorl
57;111;1;Plain whorl
58;109;1;Plain whorl
58;110;1;Plain whorl
59;108;1;Plain whorl
59;109;1;Plain whorl
60;108;1;Plain whorl
60;149;1;Plain whorl
60;150;1;Plain whorl
61;150;1;Plain whorl
61;151;1;Plain whorl
61;152;1;Plain whorl
62;152;1;Plain whorl
62;153;1;Plain whorl
66;106;1;Plain whorl
67;105;1;Plain whorl
68;157;1;Plain whorl
69;157;1;Plain whorl
69;158;1;Plain whorl
70;158;1;Plain whorl
70;159;1;Plain whorl
71;159;1;Plain whorl
73;161;1;Plain whorl
73;162;1;Plain whorl
74;162;1;Plain whorl
74;163;1;Plain whorl
75;163;1;Plain whorl
75;164;1;Plain whorl
76;164;1;Plain whorl
76;165;1;Plain whorl
77;84;1;Plain whorl
77;85;1;Plain whorl
77;86;0;Plain whorl
77;165;1;Plain whorl
77;166;1;Plain whorl
78;82;1;Plain whorl
78;83;1;Plain whorl
78;84;1;Plain whorl
78;166;1;Plain whorl
78;167;1;Plain whorl
79;81;1;Plain whorl
79;82;1;Plain whorl
79;143;0;Plain whorl
79;167;1;Plain whorl
79;168;1;Plain whorl
80;77;1;Plain whorl
80;78;1;Plain whorl
80;148;1;Plain whorl
80;149;1;Plain whorl
80;168;1;Plain whorl
81;76;1;Plain whorl
81;77;1;Plain whorl
81;149;1;Plain whorl
81;150;1;Plain whorl
81;151;1;Plain whorl
81;169;1;Plain whorl
82;151;1;Plain whorl
82;152;1;Plain whorl
82;168;1;Plain whorl
82;169;1;Plain whorl
82;170;1;Plain whorl
82;171;1;Plain whorl
83;152;1;Plain whorl
83;153;1;Plain whorl
83;168;1;Plain whorl
83;171;1;Plain whorl
83;172;1;Plain whorl
