Posisi X;Posisi Y;Type Minutiae;Nama Class
26;70;1;Leteral pocket loop
26;71;1;Leteral pocket loop
27;70;1;Leteral pocket loop
27;112;0;Leteral pocket loop
30;79;1;Leteral pocket loop
30;112;0;Leteral pocket loop
31;79;1;Leteral pocket loop
31;80;1;Leteral pocket loop
32;67;1;Leteral pocket loop
32;68;1;Leteral pocket loop
32;80;1;Leteral pocket loop
33;66;1;Leteral pocket loop
33;67;1;Leteral pocket loop
34;64;1;Leteral pocket loop
34;65;1;Leteral pocket loop
34;66;1;Leteral pocket loop
35;63;1;Leteral pocket loop
35;64;1;Leteral pocket loop
36;62;1;Leteral pocket loop
36;63;1;Leteral pocket loop
37;61;1;Leteral pocket loop
37;62;1;Leteral pocket loop
37;117;1;Leteral pocket loop
37;118;1;Leteral pocket loop
38;47;1;Leteral pocket loop
38;60;1;Leteral pocket loop
38;61;1;Leteral pocket loop
38;115;1;Leteral pocket loop
38;116;1;Leteral pocket loop
38;117;1;Leteral pocket loop
39;46;1;Leteral pocket loop
39;47;1;Leteral pocket loop
39;114;1;Leteral pocket loop
39;115;1;Leteral pocket loop
39;136;1;Leteral pocket loop
39;137;1;Leteral pocket loop
40;46;1;Leteral pocket loop
40;75;1;Leteral pocket loop
40;137;1;Leteral pocket loop
40;138;1;Leteral pocket loop
40;139;1;Leteral pocket loop
41;45;1;Leteral pocket loop
41;74;1;Leteral pocket loop
41;81;1;Leteral pocket loop
41;111;1;Leteral pocket loop
41;112;1;Leteral pocket loop
41;139;1;Leteral pocket loop
41;140;1;Leteral pocket loop
42;44;1;Leteral pocket loop
42;45;1;Leteral pocket loop
42;80;1;Leteral pocket loop
42;81;1;Leteral pocket loop
42;82;1;Leteral pocket loop
42;110;1;Leteral pocket loop
42;111;1;Leteral pocket loop
43;43;1;Leteral pocket loop
43;44;1;Leteral pocket loop
43;82;1;Leteral pocket loop
43;109;1;Leteral pocket loop
43;110;1;Leteral pocket loop
43;142;1;Leteral pocket loop
44;43;1;Leteral pocket loop
44;66;0;Leteral pocket loop
44;142;1;Leteral pocket loop
44;143;1;Leteral pocket loop
45;53;1;Leteral pocket loop
45;89;0;Leteral pocket loop
45;143;1;Leteral pocket loop
46;52;1;Leteral pocket loop
46;53;1;Leteral pocket loop
47;51;1;Leteral pocket loop
47;52;1;Leteral pocket loop
47;74;1;Leteral pocket loop
47;100;1;Leteral pocket loop
47;101;1;Leteral pocket loop
47;117;1;Leteral pocket loop
47;118;1;Leteral pocket loop
48;50;1;Leteral pocket loop
48;51;1;Leteral pocket loop
48;64;1;Leteral pocket loop
48;73;1;Leteral pocket loop
48;74;1;Leteral pocket loop
48;99;1;Leteral pocket loop
48;100;1;Leteral pocket loop
48;116;1;Leteral pocket loop
48;117;1;Leteral pocket loop
49;41;1;Leteral pocket loop
49;63;1;Leteral pocket loop
49;64;1;Leteral pocket loop
49;73;1;Leteral pocket loop
49;97;1;Leteral pocket loop
49;98;1;Leteral pocket loop
49;116;1;Leteral pocket loop
50;63;1;Leteral pocket loop
50;96;1;Leteral pocket loop
50;97;1;Leteral pocket loop
51;62;1;Leteral pocket loop
51;63;1;Leteral pocket loop
51;95;1;Leteral pocket loop
51;96;1;Leteral pocket loop
51;130;0;Leteral pocket loop
52;38;1;Leteral pocket loop
52;62;1;Leteral pocket loop
53;37;1;Leteral pocket loop
53;38;1;Leteral pocket loop
54;37;1;Leteral pocket loop
54;60;1;Leteral pocket loop
54;116;1;Leteral pocket loop
55;36;1;Leteral pocket loop
55;37;1;Leteral pocket loop
55;59;1;Leteral pocket loop
55;60;1;Leteral pocket loop
55;108;0;Leteral pocket loop
55;116;1;Leteral pocket loop
55;117;1;Leteral pocket loop
56;36;1;Leteral pocket loop
56;58;1;Leteral pocket loop
56;59;1;Leteral pocket loop
56;117;1;Leteral pocket loop
57;58;1;Leteral pocket loop
58;57;1;Leteral pocket loop
59;56;1;Leteral pocket loop
60;69;1;Leteral pocket loop
61;43;0;Leteral pocket loop
61;68;1;Leteral pocket loop
61;69;1;Leteral pocket loop
62;43;1;Leteral pocket loop
62;52;1;Leteral pocket loop
62;53;1;Leteral pocket loop
62;68;1;Leteral pocket loop
62;119;1;Leteral pocket loop
63;42;1;Leteral pocket loop
63;43;1;Leteral pocket loop
63;51;1;Leteral pocket loop
63;52;1;Leteral pocket loop
63;67;1;Leteral pocket loop
63;68;1;Leteral pocket loop
63;109;0;Leteral pocket loop
63;120;1;Leteral pocket loop
64;42;1;Leteral pocket loop
64;51;1;Leteral pocket loop
64;66;1;Leteral pocket loop
64;67;1;Leteral pocket loop
64;121;1;Leteral pocket loop
64;122;1;Leteral pocket loop
65;66;1;Leteral pocket loop
