Posisi X;Posisi Y;Type Minutiae;Nama Class
20;131;0;Leteral pocket loop
21;38;0;Leteral pocket loop
21;132;1;Leteral pocket loop
21;140;0;Leteral pocket loop
21;151;0;Leteral pocket loop
22;132;1;Leteral pocket loop
22;133;1;Leteral pocket loop
23;133;1;Leteral pocket loop
25;151;1;Leteral pocket loop
26;97;1;Leteral pocket loop
26;98;1;Leteral pocket loop
26;151;1;Leteral pocket loop
26;152;1;Leteral pocket loop
27;36;0;Leteral pocket loop
27;49;0;Leteral pocket loop
27;88;0;Leteral pocket loop
27;98;1;Leteral pocket loop
27;99;1;Leteral pocket loop
27;135;1;Leteral pocket loop
27;152;1;Leteral pocket loop
27;153;1;Leteral pocket loop
28;111;0;Leteral pocket loop
28;135;1;Leteral pocket loop
28;136;1;Leteral pocket loop
28;153;1;Leteral pocket loop
29;129;0;Leteral pocket loop
29;136;1;Leteral pocket loop
29;153;1;Leteral pocket loop
29;154;1;Leteral pocket loop
30;55;0;Leteral pocket loop
30;60;0;Leteral pocket loop
30;114;0;Leteral pocket loop
30;154;1;Leteral pocket loop
32;120;0;Leteral pocket loop
32;131;0;Leteral pocket loop
32;147;1;Leteral pocket loop
33;147;1;Leteral pocket loop
33;148;1;Leteral pocket loop
34;148;1;Leteral pocket loop
34;149;1;Leteral pocket loop
35;33;0;Leteral pocket loop
35;43;0;Leteral pocket loop
35;52;0;Leteral pocket loop
35;149;1;Leteral pocket loop
35;150;1;Leteral pocket loop
36;150;1;Leteral pocket loop
38;33;0;Leteral pocket loop
38;44;0;Leteral pocket loop
38;118;0;Leteral pocket loop
38;119;0;Leteral pocket loop
38;138;0;Leteral pocket loop
39;121;0;Leteral pocket loop
39;154;1;Leteral pocket loop
42;131;1;Leteral pocket loop
42;132;1;Leteral pocket loop
42;145;0;Leteral pocket loop
43;132;1;Leteral pocket loop
43;133;1;Leteral pocket loop
44;133;1;Leteral pocket loop
44;134;1;Leteral pocket loop
45;75;0;Leteral pocket loop
45;134;1;Leteral pocket loop
45;135;1;Leteral pocket loop
46;76;1;Leteral pocket loop
46;77;1;Leteral pocket loop
46;135;1;Leteral pocket loop
47;77;1;Leteral pocket loop
47;78;1;Leteral pocket loop
47;136;0;Leteral pocket loop
47;148;0;Leteral pocket loop
49;83;1;Leteral pocket loop
49;84;1;Leteral pocket loop
49;85;1;Leteral pocket loop
50;84;1;Leteral pocket loop
50;95;1;Leteral pocket loop
50;96;1;Leteral pocket loop
51;96;1;Leteral pocket loop
51;97;1;Leteral pocket loop
52;32;0;Leteral pocket loop
53;102;0;Leteral pocket loop
54;31;0;Leteral pocket loop
54;62;0;Leteral pocket loop
54;85;1;Leteral pocket loop
55;63;1;Leteral pocket loop
55;85;1;Leteral pocket loop
55;86;1;Leteral pocket loop
55;147;0;Leteral pocket loop
56;63;1;Leteral pocket loop
56;64;1;Leteral pocket loop
56;86;1;Leteral pocket loop
56;87;1;Leteral pocket loop
56;121;0;Leteral pocket loop
56;148;1;Leteral pocket loop
57;64;1;Leteral pocket loop
57;87;1;Leteral pocket loop
57;148;1;Leteral pocket loop
57;149;1;Leteral pocket loop
58;88;1;Leteral pocket loop
58;124;0;Leteral pocket loop
58;141;0;Leteral pocket loop
58;149;1;Leteral pocket loop
58;150;1;Leteral pocket loop
59;88;1;Leteral pocket loop
59;89;1;Leteral pocket loop
59;150;1;Leteral pocket loop
60;89;1;Leteral pocket loop
60;142;1;Leteral pocket loop
60;150;0;Leteral pocket loop
61;52;0;Leteral pocket loop
61;89;0;Leteral pocket loop
61;142;1;Leteral pocket loop
61;143;1;Leteral pocket loop
62;52;0;Leteral pocket loop
62;74;0;Leteral pocket loop
62;143;1;Leteral pocket loop
63;143;1;Leteral pocket loop
63;144;1;Leteral pocket loop
64;144;1;Leteral pocket loop
65;74;0;Leteral pocket loop
66;64;1;Leteral pocket loop
67;63;1;Leteral pocket loop
67;64;1;Leteral pocket loop
68;29;0;Leteral pocket loop
68;63;1;Leteral pocket loop
70;62;0;Leteral pocket loop
71;29;0;Leteral pocket loop
71;115;0;Leteral pocket loop
71;160;1;Leteral pocket loop
72;84;0;Leteral pocket loop
72;116;1;Leteral pocket loop
72;117;1;Leteral pocket loop
72;135;0;Leteral pocket loop
72;160;1;Leteral pocket loop
72;161;1;Leteral pocket loop
73;84;0;Leteral pocket loop
73;117;1;Leteral pocket loop
