Posisi X;Posisi Y;Type Minutiae;Nama Class
31;80;0;Tented arch
31;81;0;Tented arch
47;166;0;Tented arch
48;167;0;Tented arch
53;165;0;Tented arch
59;158;0;Tented arch
61;160;0;Tented arch
62;174;0;Tented arch
66;153;0;Tented arch
69;67;0;Tented arch
70;66;0;Tented arch
70;167;0;Tented arch
71;158;0;Tented arch
71;168;0;Tented arch
73;70;0;Tented arch
73;132;0;Tented arch
76;136;0;Tented arch
77;66;0;Tented arch
77;161;0;Tented arch
78;96;0;Tented arch
78;97;0;Tented arch
79;173;0;Tented arch
80;174;0;Tented arch
82;165;0;Tented arch
82;175;0;Tented arch
84;122;0;Tented arch
85;90;0;Tented arch
85;171;0;Tented arch
86;91;1;Tented arch
86;131;0;Tented arch
86;140;0;Tented arch
87;91;1;Tented arch
87;92;1;Tented arch
88;91;1;Tented arch
88;94;0;Tented arch
88;127;0;Tented arch
88;142;0;Tented arch
89;91;0;Tented arch
89;120;0;Tented arch
89;133;1;Tented arch
89;173;1;Tented arch
89;179;0;Tented arch
90;133;1;Tented arch
90;134;1;Tented arch
90;173;1;Tented arch
90;174;1;Tented arch
91;114;0;Tented arch
91;134;1;Tented arch
91;135;1;Tented arch
91;174;1;Tented arch
92;116;0;Tented arch
92;123;1;Tented arch
92;135;1;Tented arch
92;136;1;Tented arch
93;43;0;Tented arch
93;107;1;Tented arch
93;117;0;Tented arch
93;123;1;Tented arch
93;124;1;Tented arch
94;41;0;Tented arch
94;106;1;Tented arch
94;107;1;Tented arch
94;124;1;Tented arch
94;125;1;Tented arch
95;105;1;Tented arch
95;106;1;Tented arch
95;125;1;Tented arch
95;126;1;Tented arch
96;61;0;Tented arch
96;105;1;Tented arch
96;126;1;Tented arch
96;141;0;Tented arch
96;170;0;Tented arch
96;177;0;Tented arch
97;60;0;Tented arch
97;112;0;Tented arch
97;127;0;Tented arch
100;47;0;Tented arch
100;103;0;Tented arch
101;47;1;Tented arch
101;87;0;Tented arch
101;116;0;Tented arch
102;46;1;Tented arch
102;47;1;Tented arch
102;102;0;Tented arch
102;171;0;Tented arch
103;45;1;Tented arch
103;46;1;Tented arch
103;93;0;Tented arch
104;44;0;Tented arch
104;85;1;Tented arch
104;93;1;Tented arch
105;84;1;Tented arch
105;85;1;Tented arch
105;92;1;Tented arch
105;93;1;Tented arch
106;84;1;Tented arch
106;92;1;Tented arch
106;112;0;Tented arch
106;121;0;Tented arch
107;83;1;Tented arch
107;84;1;Tented arch
108;83;1;Tented arch
108;92;1;Tented arch
109;82;1;Tented arch
109;83;1;Tented arch
109;91;1;Tented arch
109;92;1;Tented arch
109;122;0;Tented arch
109;139;0;Tented arch
110;82;1;Tented arch
110;91;1;Tented arch
111;96;0;Tented arch
111;127;0;Tented arch
111;141;0;Tented arch
111;178;0;Tented arch
112;132;0;Tented arch
113;81;1;Tented arch
114;80;1;Tented arch
114;81;1;Tented arch
114;100;0;Tented arch
114;116;0;Tented arch
114;128;0;Tented arch
115;60;0;Tented arch
115;80;1;Tented arch
115;90;0;Tented arch
115;104;0;Tented arch
115;110;1;Tented arch
116;85;0;Tented arch
116;99;0;Tented arch
116;109;1;Tented arch
116;110;1;Tented arch
117;44;0;Tented arch
117;57;0;Tented arch
117;85;1;Tented arch
117;109;1;Tented arch
117;134;0;Tented arch
117;181;0;Tented arch
118;43;1;Tented arch
118;84;1;Tented arch
118;85;1;Tented arch
118;108;1;Tented arch
118;144;0;Tented arch
119;42;1;Tented arch
119;43;1;Tented arch
119;79;1;Tented arch
119;84;1;Tented arch
119;107;1;Tented arch
119;108;1;Tented arch
119;135;0;Tented arch
120;42;1;Tented arch
120;78;1;Tented arch
120;79;1;Tented arch
120;84;1;Tented arch
120;106;1;Tented arch
120;107;1;Tented arch
120;113;0;Tented arch
120;159;0;Tented arch
121;41;1;Tented arch
121;42;1;Tented arch
121;78;1;Tented arch
121;83;1;Tented arch
121;84;1;Tented arch
121;105;1;Tented arch
121;106;1;Tented arch
121;113;1;Tented arch
121;136;0;Tented arch
121;159;0;Tented arch
122;41;1;Tented arch
122;78;1;Tented arch
122;83;1;Tented arch
122;105;1;Tented arch
122;112;1;Tented arch
122;113;1;Tented arch
122;172;0;Tented arch
123;77;1;Tented arch
123;78;1;Tented arch
123;111;1;Tented arch
123;112;1;Tented arch
123;147;1;Tented arch
124;77;1;Tented arch
124;97;0;Tented arch
124;103;1;Tented arch
124;111;1;Tented arch
124;147;1;Tented arch
124;148;1;Tented arch
125;39;0;Tented arch
125;67;0;Tented arch
125;102;1;Tented arch
125;103;1;Tented arch
125;110;1;Tented arch
125;111;1;Tented arch
125;122;0;Tented arch
125;148;1;Tented arch
126;51;0;Tented arch
126;82;1;Tented arch
126;87;0;Tented arch
126;102;1;Tented arch
126;109;1;Tented arch
126;110;1;Tented arch
126;116;0;Tented arch
126;148;1;Tented arch
